CreatedDate,Longitude,Latitude
2016-01-16,-73.74530758,40.71437441
2016-01-16,-73.89145536,40.67638954
2016-01-16,-73.92246532,40.8639709
2016-01-16,-73.9887252,40.74874819
2016-01-17,-73.97838115,40.72772466
2016-01-17,-73.95310258,40.80640063
2016-01-17,-73.98032836,40.7436089
2016-01-17,-73.95437647,40.62374284
2016-01-17,-73.95740562,40.70905993
2016-01-17,-73.79100195,40.6966611
2016-01-17,-73.9451515,40.65807334
2016-01-17,-73.90155767,40.85671443
2016-01-17,-73.9019947,40.70487052
2016-01-17,-73.90313577,40.8379804
2016-01-18,-73.90010035,40.85463819
2016-01-17,-73.97789928,40.72291301
2016-01-17,-73.97284973,40.64021193
2016-01-17,-73.94179666,40.84321859
2016-01-17,-73.93240701,40.69373491
2016-01-17,-73.93824042,40.71458194
2016-01-18,-74.00583802,40.64942099
2016-01-17,-73.94094605,40.83650185
2016-01-17,-73.94378745,40.68999991
2016-01-17,-73.90578796,40.81531673
2016-01-17,-73.9976824,40.66129229999999
2016-01-17,-73.98027785,40.74355948
2016-01-17,-73.84509408,40.68512799
2016-01-17,-73.95141174,40.68313322
2016-01-17,-73.91886213,40.83326339999999
2016-01-17,-74.00603344,40.73813189
2016-01-18,-73.79652358,40.70479827
2016-01-18,-73.90437268,40.84738206
2016-01-18,-73.86947557,40.85456369
2016-01-18,-73.90260793,40.70728094
2016-01-18,-73.79628885,40.70489392
2016-01-18,-73.79652358,40.70479827
2016-01-18,-73.96048663,40.69574068
2016-01-19,-73.93199346,40.66785694
2016-01-18,-73.79555216,40.70519179
2016-01-18,-73.79457883,40.70503361
2016-01-18,-74.00359742,40.5994412
2016-01-18,-73.95660158,40.69195974
2016-01-19,-73.9609212,40.64956272
2016-01-18,-73.92329775,40.80676617
2016-01-18,-73.99122871,40.75784725
2016-01-18,-73.79647301,40.70482014
2016-01-18,-73.94499342,40.82356253
2016-01-18,-73.79551966,40.70520546
2016-01-18,-73.951657,40.70789663
2016-01-18,-73.79642246,40.70483926
2016-01-18,-73.95126372,40.80180245
2016-01-18,-73.97878451,40.71868899
2016-01-18,-73.93059495,40.66427143
2016-01-18,-73.99612775,40.74342936
2016-01-18,-73.95590849,40.8021282
2016-01-18,-73.95612390000001,40.820553600000004
2016-01-18,-73.97430801,40.633509499999995
2016-01-19,-73.96047584,40.69569127
2016-01-19,-73.94128612,40.69275716
2016-01-19,-73.8444475,40.8448356
2016-01-19,-73.90841469,40.807227399999995
2016-01-19,-73.78633041,40.69034777
2016-01-19,-74.00488505,40.72612914
2016-01-19,-73.86362725,40.85608847
2016-01-19,-73.94512972,40.77657835
2016-01-19,-73.98856258,40.72896949
2016-01-19,-73.90532905,40.83062364
2016-01-19,-73.96753061,40.76767193
2016-01-19,-73.86125721,40.75319951
2016-01-19,-73.9474014,40.63866877
2016-01-19,-73.95114946,40.67695188
2016-01-19,-73.86036259999999,40.87176504
2016-01-19,-73.9451515,40.65807334
2016-01-19,-73.91453879999999,40.68522797
2016-01-19,-73.95845820000001,40.68115975
2016-01-19,-73.94667635,40.79750218
2016-01-19,-73.98458664,40.7285381
2016-01-19,-73.93031496,40.75286949
2016-01-19,-73.95846898,40.68121465
2016-01-19,-73.94224905,40.82585851
2016-01-19,-73.86947557,40.85456369
2016-01-19,-74.00597811,40.72471553
2016-01-19,-73.79978436,40.70349473
2016-01-19,-73.99014833,40.71660725
2016-01-19,-73.9451515,40.65807334
2016-01-19,-73.94143038,40.69274076
2016-01-19,-73.95372007,40.80669731
2016-01-19,-73.98314106,40.73794966
2016-01-19,-73.91136755,40.65679791
2016-01-19,-73.94141753,40.79765333
2016-01-19,-73.95483178,40.66955347
2016-01-19,-73.89825833,40.69529352
2016-01-20,-73.98605979,40.67159263
2016-01-20,-73.94393659,40.671297100000004
2016-01-20,-73.98712494,40.71881923
2016-01-20,-74.00712753,40.71102186
2016-01-20,-73.95682154,40.69197903
2016-01-20,-73.9140054,40.82204222
2016-01-20,-73.88263609999998,40.67080624
2016-01-20,-73.89026836,40.82154175
2016-01-20,-73.92614254,40.64874691
2016-01-20,-73.85538561,40.74618768
2016-01-20,-73.89683486,40.82517084
2016-01-20,-73.88263609999998,40.67080624
2016-01-20,-73.95950024,40.68103935
2016-01-20,-73.93413033,40.7963429
2016-01-20,-73.95394241,40.8038072
2016-01-20,-73.92838126,40.69832722
2016-01-20,-73.94979412,40.80117328
2016-01-20,-73.94131156,40.69253759
2016-01-20,-73.89489875,40.8545375
2016-01-20,-73.99714891,40.74651997
2016-01-20,-73.95911590000001,40.66105724
2016-01-20,-73.94128612,40.69275716
2016-01-21,-73.96473944,40.80280644
2016-01-21,-73.97437653,40.78348334
2016-01-21,-73.92098999,40.83376441
2016-01-21,-73.96025106,40.57671292
2016-01-21,-73.77345298,40.75845099
2016-01-21,-73.7437071,40.71032506
2016-01-21,-73.94212064,40.68270348
2016-01-21,-73.90546615,40.86892338
2016-01-21,-74.0008322,40.62836588
2016-01-21,-73.93432896,40.84394742
2016-01-21,-73.89092038,40.86901485
2016-01-21,-73.97453912,40.78324184
2016-01-21,-73.91138723,40.807498700000004
2016-01-21,-73.89092038,40.86901485
2016-01-21,-73.86140752,40.67922008
2016-01-21,-73.9105551,40.69287736
2016-01-21,-73.91843335,40.83814594
2016-01-21,-73.79912938,40.7377318
2016-01-21,-73.97824371,40.7839974
2016-01-21,-73.95040679,40.7981516
2016-01-21,-73.90183671,40.66520292
2016-01-21,-73.94245094,40.63838094
2016-01-21,-73.90679988,40.83311979
2016-01-21,-73.86487745,40.85280727
2016-01-22,-73.98572072,40.73992623
2016-01-21,-73.86483899,40.85394628
2016-01-21,-73.86063913,40.87956305
2016-01-21,-73.91502197,40.84083329
2016-01-21,-73.99087596,40.75065873
2016-01-21,-73.91647890000002,40.82031761
2016-01-21,-73.99274142,40.68889355
2016-01-22,-73.88571221,40.85736679
2016-01-21,-73.86895427,40.85311389
2016-01-21,-73.98601828,40.59444487
2016-01-21,-73.95867038,40.71111622
2016-01-21,-73.94333105,40.83666499
2016-01-21,-73.98787393,40.72632073
